#
#
#   Lonertzian-smoothed spectral function (both aprticle and hole)
#
#   k = 2.54653 fm^-1      and E_F = -50.9208 MeV
#
#
#    E               A(k,E)           k 

-31.9167       4.54163e-05       2.54653
-31.7967       4.55835e-05       2.54653
-31.6767       4.57531e-05       2.54653
-31.5567       4.59252e-05       2.54653
-31.4367       4.61e-05       2.54653
-31.3167       4.62776e-05       2.54653
-31.1967       4.64583e-05       2.54653
-31.0767       4.66422e-05       2.54653
-30.9567       4.68296e-05       2.54653
-30.8367       4.70208e-05       2.54653
-30.7167       4.72162e-05       2.54653
-30.5967       4.74159e-05       2.54653
-30.4767       4.76206e-05       2.54653
-30.3567       4.78306e-05       2.54653
-30.2367       4.80465e-05       2.54653
-30.1167       4.82688e-05       2.54653
-29.9967       4.84983e-05       2.54653
-29.8767       4.87356e-05       2.54653
-29.7567       4.89817e-05       2.54653
-29.6367       4.92374e-05       2.54653
-29.5167       4.95037e-05       2.54653
-29.3967       4.97817e-05       2.54653
-29.2767       5.00724e-05       2.54653
-29.1567       5.03767e-05       2.54653
-29.0367       5.06956e-05       2.54653
-28.9167       5.10294e-05       2.54653
-28.7967       5.13783e-05       2.54653
-28.6767       5.1742e-05       2.54653
-28.5567       5.21195e-05       2.54653
-28.4367       5.2509e-05       2.54653
-28.3167       5.2908e-05       2.54653
-28.1967       5.33127e-05       2.54653
-28.0767       5.37176e-05       2.54653
-27.9567       5.4115e-05       2.54653
-27.8367       5.44951e-05       2.54653
-27.7167       5.48469e-05       2.54653
-27.5967       5.516e-05       2.54653
-27.4767       5.54272e-05       2.54653
-27.3567       5.56469e-05       2.54653
-27.2367       5.58235e-05       2.54653
-27.1167       5.59668e-05       2.54653
-26.9967       5.609e-05       2.54653
-26.8767       5.62064e-05       2.54653
-26.7567       5.63282e-05       2.54653
-26.6367       5.64653e-05       2.54653
-26.5167       5.66248e-05       2.54653
-26.3967       5.68117e-05       2.54653
