#
#
#   Lonertzian-smoothed self-energy (both particle and hole)
#
#   k = 2.27768 fm^-1 (group = 7)     and E_F = -52.0162 MeV
#
#   Sigma^{infty} = 39.6058 MeV
#
#
#    E               Re \Sig(k,E)       Im \Sig(k,E)             k 

-49.1967      35.6003       -0.0653769            2.27768
-49.0767      35.5913       -0.0657701            2.27768
-48.9567      35.5822       -0.0661648            2.27768
-48.8367      35.5732       -0.0665613            2.27768
-48.7167      35.5641       -0.0669596            2.27768
-48.5967      35.555       -0.0673596            2.27768
-48.4767      35.5459       -0.0677613            2.27768
-48.3567      35.5367       -0.068165            2.27768
-48.2367      35.5275       -0.0685705            2.27768
-48.1167      35.5183       -0.0689779            2.27768
-47.9967      35.5091       -0.0693872            2.27768
-47.8767      35.4998       -0.0697985            2.27768
-47.7567      35.4905       -0.0702118            2.27768
-47.6367      35.4812       -0.0706272            2.27768
-47.5167      35.4718       -0.0710446            2.27768
-47.3967      35.4624       -0.0714641            2.27768
-47.2767      35.453       -0.0718858            2.27768
-47.1567      35.4436       -0.0723097            2.27768
-47.0367      35.4341       -0.0727358            2.27768
-46.9167      35.4246       -0.0731641            2.27768
-46.7967      35.4151       -0.0735947            2.27768
-46.6767      35.4055       -0.0740277            2.27768
-46.5567      35.3959       -0.074463            2.27768
-46.4367      35.3863       -0.0749008            2.27768
-46.3167      35.3766       -0.075341            2.27768
-46.1967      35.3669       -0.0757836            2.27768
-46.0767      35.3572       -0.0762288            2.27768
-45.9567      35.3474       -0.0766766            2.27768
-45.8367      35.3376       -0.0771269            2.27768
-45.7167      35.3278       -0.0775799            2.27768
-45.5967      35.3179       -0.0780356            2.27768
-45.4767      35.308       -0.078494            2.27768
-45.3567      35.298       -0.0789552            2.27768
-45.2367      35.2881       -0.0794192            2.27768
-45.1167      35.2781       -0.079886            2.27768
-44.9967      35.268       -0.0803557            2.27768
-44.8767      35.2579       -0.0808284            2.27768
-44.7567      35.2478       -0.081304            2.27768
-44.6367      35.2376       -0.0817827            2.27768
-44.5167      35.2274       -0.0822645            2.27768
-44.3967      35.2172       -0.0827493            2.27768
-44.2767      35.2069       -0.0832374            2.27768
-44.1567      35.1966       -0.0837286            2.27768
-44.0367      35.1863       -0.0842231            2.27768
-43.9167      35.1759       -0.0847209            2.27768
-43.7967      35.1654       -0.085222            2.27768
-43.6767      35.155       -0.0857266            2.27768
-43.5567      35.1444       -0.0862346            2.27768
