#
#
#   Lonertzian-smoothed HOLE spectral function (both aprticle and hole) as
#  function of momentum and energy
#
#      Range [Emin -:- Ef-] = -282.432  -:-  -58.0449 MeV
#
#      E_F = -50.9208 MeV
#
#
#    k              E               A(k,E)

0.805283    -71.392       0.00417585
0.805283    -71.272       0.00401344
0.805283    -71.152       0.00386364
0.805283    -71.032       0.00372526
0.805283    -70.912       0.00359723
0.805283    -70.792       0.00347863
0.805283    -70.672       0.00336863
0.805283    -70.552       0.0032665
0.805283    -70.432       0.0031716
0.805283    -70.312       0.00308333
0.805283    -70.192       0.00300117
0.805283    -70.072       0.00292468
0.805283    -69.952       0.00285342
0.805283    -69.832       0.00278702
0.805283    -69.712       0.00272515
0.805283    -69.592       0.00266751
0.805283    -69.472       0.00261383
0.805283    -69.352       0.00256385
0.805283    -69.232       0.00251736
0.805283    -69.112       0.00247416
0.805283    -68.992       0.00243408
0.805283    -68.872       0.00239694
0.805283    -68.752       0.0023626
0.805283    -68.632       0.00233094
0.805283    -68.512       0.00230183
0.805283    -68.392       0.00227516
0.805283    -68.272       0.00225085
0.805283    -68.152       0.00222881
0.805283    -68.032       0.00220897
0.805283    -67.912       0.00219126
0.805283    -67.792       0.00217563
0.805283    -67.672       0.00216202
0.805283    -67.552       0.00215039
0.805283    -67.432       0.00214072
0.805283    -67.312       0.00213298
0.805283    -67.192       0.00212714
0.805283    -67.072       0.0021232
0.805283    -66.952       0.00212114
0.805283    -66.832       0.00212097
0.805283    -66.712       0.0021227
0.805283    -66.592       0.00212633
0.805283    -66.472       0.00213189
0.805283    -66.352       0.0021394
0.805283    -66.232       0.00214889
0.805283    -66.112       0.00216041
0.805283    -65.992       0.002174
0.805283    -65.872       0.00218972
0.805283    -65.752       0.00220763
0.805283    -65.632       0.0022278
0.805283    -65.512       0.00225031
0.805283    -65.392       0.00227525
0.805283    -65.272       0.00230273
0.805283    -65.152       0.00233284
0.805283    -65.032       0.00236572
0.805283    -64.912       0.00240149
0.805283    -64.792       0.00244032
0.805283    -64.672       0.00248236
0.805283    -64.552       0.0025278
0.805283    -64.432       0.00257684
0.805283    -64.312       0.00262969
0.805283    -64.192       0.0026866
0.805283    -64.072       0.00274783
0.805283    -63.952       0.00281369
0.805283    -63.832       0.00288448
0.805283    -63.712       0.00296058
0.805283    -63.592       0.00304237
0.805283    -63.472       0.00313029
0.805283    -63.352       0.00322483
0.805283    -63.232       0.00332651
0.805283    -63.112       0.00343593
0.805283    -62.992       0.00355375
0.805283    -62.872       0.00368071
0.805283    -62.752       0.00381763
0.805283    -62.632       0.00396542
0.805283    -62.512       0.0041251
0.805283    -62.392       0.00429783
0.805283    -62.272       0.00448489
0.805283    -62.152       0.00468775
0.805283    -62.032       0.00490803
0.805283    -61.912       0.0051476
0.805283    -61.792       0.00540856
0.805283    -61.672       0.0056933
0.805283    -61.552       0.00600453
0.805283    -61.432       0.00634535
0.805283    -61.312       0.0067193
0.805283    -61.192       0.00713045
0.805283    -61.072       0.00758344
0.805283    -60.952       0.00808363
0.805283    -60.832       0.00863717
0.805283    -60.712       0.00925115
0.805283    -60.592       0.00993374
0.805283    -60.472       0.0106944
0.805283    -60.352       0.0115438
0.805283    -60.232       0.0124946
0.805283    -60.112       0.0135607
0.805283    -59.992       0.0147584
0.805283    -59.872       0.0161056
0.805283    -59.752       0.017622
0.805283    -59.632       0.0193287
0.805283    -59.512       0.0212474
0.805283    -59.392       0.0233987
0.805283    -59.272       0.0257991
0.805283    -59.152       0.0284573
0.805283    -59.032       0.0313677
0.805283    -58.912       0.034502
0.805283    -58.792       0.0377993
0.805283    -58.672       0.0411557
0.805283    -58.552       0.0444171
0.805283    -58.432       0.0473817
0.805283    -58.312       0.0498166
0.805283    -58.192       0.0514921
0.805283    -58.072       0.0522289
0.805283    -57.952       0.0519422
0.805283    -57.832       0.0506647
0.805283    -57.712       0.0485377
0.805283    -57.592       0.0457743
0.805283    -57.472       0.0426109
0.805283    -57.352       0.0392668
0.805283    -57.232       0.0359186
0.805283    -57.112       0.0326922
0.805283    -56.992       0.0296669
0.805283    -56.872       0.0268845
0.805283    -56.752       0.0243594
0.805283    -56.632       0.0220887
0.805283    -56.512       0.0200586
0.805283    -56.392       0.0182501
0.805283    -56.272       0.0166416
0.805283    -56.152       0.0152117
0.805283    -56.032       0.01394
0.805283    -55.912       0.0128075
0.805283    -55.792       0.0117975
0.805283    -55.672       0.0108948
0.805283    -55.552       0.0100863
0.805283    -55.432       0.0093605
0.805283    -55.312       0.00870727
0.805283    -55.192       0.00811795
0.805283    -55.072       0.00758496
0.805283    -54.952       0.00710174
0.805283    -54.832       0.00666259
0.805283    -54.712       0.00626255
0.805283    -54.592       0.00589729
0.805283    -54.472       0.00556304
0.805283    -54.352       0.00525651
0.805283    -54.232       0.00497481
0.805283    -54.112       0.00471541
0.805283    -53.992       0.00447606
0.805283    -53.872       0.00425481
0.805283    -53.752       0.00404991
0.805283    -53.632       0.00385982
0.805283    -53.512       0.00368317
0.805283    -53.392       0.00351874
0.805283    -53.272       0.00336545
0.805283    -53.152       0.00322233
0.805283    -53.032       0.0030885
0.805283    -52.912       0.00296318
0.805283    -52.792       0.00284568
0.805283    -52.672       0.00273536
0.805283    -52.552       0.00263165
0.805283    -52.432       0.00253403
0.805283    -52.312       0.00244205
0.805283    -52.192       0.00235527
0.805283    -52.072       0.00227331


1.13884    -301.432       6.98793e-06
1.13884    -300.732       7.03131e-06
1.13884    -300.032       7.07512e-06
1.13884    -299.332       7.11935e-06
1.13884    -298.632       7.16402e-06
1.13884    -297.932       7.20912e-06
1.13884    -297.232       7.25466e-06
1.13884    -296.532       7.30065e-06
1.13884    -295.832       7.3471e-06
1.13884    -295.132       7.39401e-06
1.13884    -294.432       7.44139e-06
1.13884    -293.732       7.48924e-06
1.13884    -293.032       7.53758e-06
1.13884    -292.332       7.58641e-06
1.13884    -291.632       7.63573e-06
1.13884    -290.932       7.68555e-06
1.13884    -290.232       7.73589e-06
1.13884    -289.532       7.78675e-06
1.13884    -288.832       7.83813e-06
1.13884    -288.132       7.89004e-06
1.13884    -287.432       7.9425e-06
1.13884    -286.732       7.99551e-06
1.13884    -286.032       8.04907e-06
1.13884    -285.332       8.10321e-06
1.13884    -284.632       8.15791e-06
1.13884    -283.932       8.21321e-06
1.13884    -283.232       8.2691e-06
1.13884    -282.532       8.32559e-06
1.13884    -281.832       8.3827e-06
1.13884    -281.132       8.44043e-06
1.13884    -280.432       8.49879e-06
1.13884    -279.732       8.5578e-06
1.13884    -279.032       8.61746e-06
1.13884    -278.332       8.67778e-06
1.13884    -277.632       8.73879e-06
1.13884    -276.932       8.80048e-06
1.13884    -276.232       8.86287e-06
1.13884    -275.532       8.92597e-06
1.13884    -274.832       8.9898e-06
1.13884    -274.132       9.05436e-06
1.13884    -273.432       9.11968e-06
1.13884    -272.732       9.18575e-06
1.13884    -272.032       9.25261e-06
1.13884    -271.332       9.32026e-06
1.13884    -270.632       9.38872e-06
1.13884    -269.932       9.458e-06
1.13884    -269.232       9.52812e-06
1.13884    -268.532       9.59909e-06
1.13884    -267.832       9.67094e-06
1.13884    -267.132       9.74368e-06
1.13884    -266.432       9.81733e-06
1.13884    -265.732       9.8919e-06
1.13884    -265.032       9.96742e-06
1.13884    -264.332       1.00439e-05
1.13884    -263.632       1.01214e-05
1.13884    -262.932       1.01999e-05
1.13884    -262.232       1.02794e-05
1.13884    -261.532       1.036e-05
1.13884    -260.832       1.04417e-05
1.13884    -260.132       1.05246e-05
1.13884    -259.432       1.06085e-05
1.13884    -258.732       1.06937e-05
1.13884    -258.032       1.078e-05
1.13884    -257.332       1.08677e-05
1.13884    -256.632       1.09566e-05
1.13884    -255.932       1.10468e-05
1.13884    -255.232       1.11385e-05
1.13884    -254.532       1.12316e-05
1.13884    -253.832       1.13262e-05
1.13884    -253.132       1.14224e-05
1.13884    -252.432       1.15202e-05
1.13884    -251.732       1.16198e-05
1.13884    -251.032       1.17213e-05
1.13884    -250.332       1.18247e-05
1.13884    -249.632       1.19302e-05
1.13884    -248.932       1.20381e-05
1.13884    -248.232       1.21484e-05
1.13884    -247.532       1.22616e-05
1.13884    -246.832       1.2378e-05
1.13884    -246.132       1.24979e-05
1.13884    -245.432       1.26222e-05
1.13884    -244.732       1.27516e-05
1.13884    -244.032       1.28873e-05
1.13884    -243.332       1.30311e-05
1.13884    -242.632       1.31856e-05
1.13884    -241.932       1.33549e-05
1.13884    -241.232       1.35456e-05
1.13884    -240.532       1.37692e-05
1.13884    -239.832       1.40462e-05
1.13884    -239.132       1.44168e-05
1.13884    -238.432       1.49652e-05
1.13884    -237.732       1.58788e-05
1.13884    -237.032       1.75438e-05
1.13884    -236.332       2.01201e-05
1.13884    -235.632       2.08959e-05
1.13884    -234.932       1.87064e-05
1.13884    -234.232       1.70047e-05
1.13884    -233.532       1.62169e-05
1.13884    -232.832       1.59191e-05
1.13884    -232.132       1.58527e-05
1.13884    -231.432       1.58152e-05
1.13884    -230.732       1.58032e-05
1.13884    -230.032       1.58572e-05
1.13884    -229.332       1.59572e-05
1.13884    -228.632       1.60857e-05
1.13884    -227.932       1.62337e-05
1.13884    -227.232       1.63966e-05
1.13884    -226.532       1.65717e-05
1.13884    -225.832       1.67578e-05
1.13884    -225.132       1.69543e-05
1.13884    -224.432       1.71611e-05
1.13884    -223.732       1.73784e-05
1.13884    -223.032       1.76067e-05
1.13884    -222.332       1.78469e-05
1.13884    -221.632       1.80999e-05
1.13884    -220.932       1.83674e-05
1.13884    -220.232       1.86511e-05
1.13884    -219.532       1.89536e-05
1.13884    -218.832       1.92778e-05
1.13884    -218.132       1.96281e-05
1.13884    -217.432       2.00102e-05
1.13884    -216.732       2.04322e-05
1.13884    -216.032       2.09064e-05
1.13884    -215.332       2.14527e-05
1.13884    -214.632       2.21055e-05
1.13884    -213.932       2.29316e-05
1.13884    -213.232       2.40598e-05
1.13884    -212.532       2.56353e-05
1.13884    -211.832       2.74797e-05
1.13884    -211.132       2.91278e-05
1.13884    -210.432       2.96196e-05
1.13884    -209.732       3.03006e-05
1.13884    -209.032       3.21926e-05
1.13884    -208.332       3.56085e-05
1.13884    -207.632       4.09867e-05
1.13884    -206.932       4.92241e-05
1.13884    -206.232       6.35668e-05
1.13884    -205.532       8.10854e-05
1.13884    -204.832       8.66685e-05
1.13884    -204.132       9.18612e-05
1.13884    -203.432       0.000107735
1.13884    -202.732       0.000133965
1.13884    -202.032       0.000157291
1.13884    -201.332       0.000175475
1.13884    -200.632       0.000197018
1.13884    -199.932       0.000187296
1.13884    -199.232       0.000137223
1.13884    -198.532       9.7198e-05
1.13884    -197.832       7.84941e-05
1.13884    -197.132       7.41017e-05
1.13884    -196.432       7.85185e-05
1.13884    -195.732       8.37971e-05
1.13884    -195.032       8.34594e-05
1.13884    -194.332       8.19664e-05
1.13884    -193.632       8.10301e-05
1.13884    -192.932       8.07552e-05
1.13884    -192.232       7.76885e-05
1.13884    -191.532       7.67709e-05
1.13884    -190.832       7.88595e-05
1.13884    -190.132       7.86982e-05
1.13884    -189.432       6.83398e-05
1.13884    -188.732       5.91102e-05
1.13884    -188.032       5.55298e-05
1.13884    -187.332       5.54911e-05
1.13884    -186.632       5.96348e-05
1.13884    -185.932       6.93336e-05
1.13884    -185.232       7.29601e-05
1.13884    -184.532       6.40477e-05
1.13884    -183.832       5.8581e-05
1.13884    -183.132       5.91975e-05
1.13884    -182.432       6.09429e-05
1.13884    -181.732       6.4426e-05
1.13884    -181.032       7.22321e-05
1.13884    -180.332       7.42626e-05
1.13884    -179.632       6.79316e-05
1.13884    -178.932       6.4863e-05
1.13884    -178.232       6.9301e-05
1.13884    -177.532       8.25268e-05
1.13884    -176.832       9.59719e-05
1.13884    -176.132       8.9103e-05
1.13884    -175.432       7.97948e-05
1.13884    -174.732       8.00814e-05
1.13884    -174.032       8.72026e-05
1.13884    -173.332       8.60765e-05
1.13884    -172.632       7.88785e-05
1.13884    -171.932       7.66063e-05
1.13884    -171.232       8.09845e-05
1.13884    -170.532       9.01001e-05
1.13884    -169.832       9.49786e-05
1.13884    -169.132       9.9527e-05
1.13884    -168.432       0.000114467
1.13884    -167.732       0.000142215
1.13884    -167.032       0.000167938
1.13884    -166.332       0.000194931
1.13884    -165.632       0.000264232
1.13884    -164.932       0.000382638
1.13884    -164.232       0.000424295
1.13884    -163.532       0.000345629
1.13884    -162.832       0.000274543
1.13884    -162.132       0.000258092
1.13884    -161.432       0.000268688
1.13884    -160.732       0.000287813
1.13884    -160.032       0.000276391
1.13884    -159.332       0.000258147
1.13884    -158.632       0.000206773
1.13884    -157.932       0.000159145
1.13884    -157.232       0.000134227
1.13884    -156.532       0.000122999
1.13884    -155.832       0.000119244
1.13884    -155.132       0.000120373
